material_id,bulk_modulus_vrh
mp-4276,105.869
mp-4283,117.105
mp-4287,106.729
mp-4288,95.826
mp-4291,115.228
mp-4300,88.802
mp-4302,111.919
mp-4305,122.639
mp-4308,74.255
mp-4316,45.823
mp-4322,144.516
mp-4323,123.29
mp-4324,64.903
mp-4359,97.839
mp-4364,193.763
mp-4368,83.274
mp-4370,79.52
mp-4374,78.118
mp-4382,221.788
mp-4385,89.565
mp-4387,145.804
mp-4395,71.319
mp-4396,27.443
mp-4405,15.595
mp-4406,64.243
mp-4408,162.119
mp-4415,135.84
mp-4429,92.549
mp-4438,143.373
mp-4439,126.482
mp-4441,79.246
mp-4448,79.684
mp-4452,36.683
mp-4458,149.607
mp-4466,120.154
mp-4468,46.586
mp-4478,82.686
mp-4481,89.257
mp-4484,88.019
mp-4488,84.292
mp-4492,218.693
mp-4494,36.215
mp-4495,19.903
mp-4500,173.675
mp-4505,66.117
mp-4508,89.71
mp-4510,90.475
mp-4514,100.75
mp-4519,67.63
mp-4520,103.38
mp-4524,73.515
mp-4529,28.688
mp-4531,26.795
mp-4533,61.337
mp-4536,126.056
mp-4541,58.273
mp-4549,96.042
mp-4556,45.0
mp-4571,149.043
mp-4573,28.606
mp-4584,20.152
mp-4586,27.57
mp-4593,235.077
mp-4604,82.448
mp-4608,23.365
mp-4612,188.455
mp-4613,126.349
mp-4633,108.371
mp-4634,141.277
mp-4638,34.601
mp-4651,168.22
mp-4653,173.891
mp-4656,123.771
mp-4661,142.79
mp-4666,74.415
mp-4674,16.052
mp-4691,47.972
mp-4692,114.571
mp-4697,72.426
mp-4720,211.027
mp-4725,107.798
mp-4728,59.424
mp-4730,30.818
mp-4732,105.256
mp-4738,64.503
mp-4743,90.675
mp-4744,84.598
mp-4756,40.984
mp-4757,18.263
mp-4763,84.953
mp-4767,168.404
mp-4768,94.667
mp-4770,42.716
mp-4771,134.483
mp-4785,108.295
mp-4789,178.185
mp-4793,141.952
mp-4798,166.256
mp-4805,112.425
mp-4809,35.968
mp-4812,179.033
mp-4815,137.912
mp-4817,96.912
mp-4820,202.03
mp-4822,130.582
mp-4824,42.42
mp-4829,51.138
mp-4835,82.111
mp-4840,55.594
mp-4842,84.975
mp-4854,65.782
mp-4856,86.145
mp-4861,56.86
mp-4864,40.739
mp-4865,122.05
mp-4867,113.819
mp-4875,142.698
mp-4876,14.239
mp-4878,103.022
mp-4881,122.991
mp-4883,83.619
mp-4887,103.462
mp-4889,132.96
mp-4893,137.648
mp-4895,71.159
mp-4897,123.983
mp-4899,40.225
mp-4901,62.66
mp-4903,116.757
mp-4904,130.298
mp-4908,136.227
mp-4913,103.896
mp-4920,123.385
mp-4922,158.539
mp-4924,95.907
mp-4936,122.842
mp-4939,148.31
mp-4953,52.238
mp-4954,120.576
mp-4955,195.177
mp-4961,42.323
mp-4964,96.369
mp-4969,125.927
mp-4972,89.584
mp-4973,84.351
mp-4978,156.701
mp-4979,82.165
mp-4982,175.916
mp-4985,128.929
mp-4988,8.873
mp-4989,130.106
mp-4990,169.635
mp-4992,208.072
mp-4997,118.661
mp-4999,111.275
mp-5000,29.141
mp-5012,76.805
mp-5019,203.252
mp-5022,156.818
mp-5024,131.49
mp-5025,165.501
mp-5038,12.848
mp-5042,86.156
mp-5046,37.858
mp-5048,26.207
mp-5055,30.501
mp-5056,57.588
mp-5063,110.087
mp-5065,172.073
mp-5068,79.781
mp-5072,23.964
mp-5075,177.226
mp-5077,29.136
mp-5078,61.603
mp-5106,175.952
mp-5109,102.131
mp-5112,120.671
mp-5122,28.353
mp-5126,71.11
mp-5127,69.627
mp-5129,133.147
mp-5135,155.789
mp-5137,114.043
mp-5141,37.641
mp-5146,168.078
mp-5149,195.157
mp-5150,128.804
mp-5152,99.469
mp-5154,166.911
mp-5157,102.347
mp-5158,17.312
mp-5159,83.371
mp-5163,173.36
mp-5165,168.505
mp-5167,101.792
mp-5170,119.87
mp-5173,112.156
mp-5175,90.689
mp-5176,127.098
mp-5190,53.372
mp-5197,249.809
mp-5200,169.867
mp-5213,57.007
mp-5215,100.569
mp-5219,173.944
mp-5221,172.038
mp-5238,71.436
mp-5239,82.341
mp-5244,114.291
mp-5251,66.517
mp-5260,135.733
mp-5268,99.35
mp-5285,60.595
mp-5288,147.103
mp-5292,115.307
mp-5305,66.107
mp-5309,22.107
mp-5313,203.405
mp-5326,110.853
mp-5327,46.607
mp-5339,14.558
mp-5342,59.096
mp-5346,121.177
mp-5348,103.452
mp-5350,41.892
mp-5353,213.346
mp-5364,80.342
mp-5370,142.997
mp-5372,19.246
mp-5377,137.531
mp-5380,61.778
mp-5381,153.594
mp-5383,145.636
mp-5386,157.308
mp-5387,133.321
mp-5394,90.315
mp-5396,174.535
mp-5399,145.871
mp-5407,179.963
mp-5414,23.333
mp-5419,121.949
mp-5423,114.758
mp-5429,170.188
mp-5431,43.028
mp-5438,186.37
mp-5443,161.142
mp-5451,134.12
mp-5452,113.036
mp-5456,96.649
mp-5459,71.289
mp-5473,50.491
mp-5475,136.044
mp-5478,139.649
mp-5486,97.787
mp-5489,138.592
mp-5491,121.118
mp-5493,106.474
mp-5497,134.9
mp-5504,51.872
mp-5505,85.916
mp-5508,141.173
mp-5513,21.006
mp-5518,49.331
mp-5519,93.299
mp-5526,117.558
mp-5528,60.846
mp-5532,127.094
mp-5538,107.794
mp-5541,156.335
mp-5548,155.679
mp-5549,65.619
mp-5556,162.197
mp-5558,21.527
mp-5564,81.263
mp-5577,129.851
mp-5578,227.908
mp-5590,59.971
mp-5594,160.151
mp-5597,93.804
mp-5602,67.353
mp-5611,90.551
mp-5615,60.562
mp-5618,103.919
mp-5620,225.91
mp-5621,44.381
mp-5622,122.962
mp-5625,48.044
mp-5627,114.059
mp-5632,127.515
mp-5637,92.231
mp-5659,183.669
mp-5671,88.052
mp-5676,110.879
mp-5688,132.768
mp-5692,185.684
mp-5693,60.393
mp-5702,68.849
mp-5710,41.009
mp-5714,210.234
mp-5720,159.103
mp-5723,130.593
mp-5729,71.171
mp-5739,133.28
mp-5748,160.645
mp-5752,175.73
mp-5756,62.703
mp-5757,205.713
mp-5760,98.364
mp-5767,132.418
mp-5777,97.867
mp-5778,220.899
mp-5782,62.691
mp-5784,53.912
mp-5788,83.733
mp-5794,168.278
mp-5795,101.805
mp-5819,116.144
mp-5820,140.722
mp-5821,82.882
mp-5835,135.687
mp-5836,162.659
mp-5840,118.79
mp-5848,80.18
mp-5852,146.212
mp-5853,158.088
mp-5878,71.15
mp-5881,118.332
mp-5900,48.085
mp-5910,52.044
mp-5915,21.657
mp-5916,106.765
mp-5918,180.029
mp-5920,55.853
mp-5928,38.504
mp-5929,30.046
mp-5934,98.953
mp-5948,133.026
mp-5962,33.163
mp-5967,141.018
mp-5971,159.168
mp-5976,120.084
mp-5977,158.964
mp-5983,131.945
mp-5999,130.487
mp-6058,41.223
mp-6074,34.699
mp-6081,81.257
mp-6088,79.381
mp-6092,174.217
mp-6098,170.408
mp-6102,185.091
mp-6109,115.567
mp-6122,120.71
mp-6134,66.385
mp-6150,91.312
mp-6167,124.323
mp-6174,123.273
mp-6204,34.148
mp-6205,104.048
mp-6223,174.721
mp-6224,109.06
mp-6228,82.829
mp-6270,84.792
mp-6319,64.198
mp-6353,167.246
mp-6362,138.501
mp-6391,77.843
mp-6408,68.717
mp-6459,88.959
mp-6473,83.004
mp-6474,127.395
mp-6492,129.55
mp-6493,100.479
mp-6494,46.261
mp-6564,86.466
mp-6586,45.766
mp-6598,34.223
mp-6624,127.515
mp-6646,157.954
mp-6661,108.915
mp-6668,97.252
mp-6669,75.339
mp-6676,137.633
mp-6686,39.509
mp-6723,107.808
mp-6754,154.321
mp-6766,102.013
mp-6772,84.663
mp-6779,102.385
mp-6794,185.956
mp-6812,55.459
mp-6867,51.664
mp-6870,49.645
mp-6914,37.038
mp-6916,173.961
mp-6917,73.521
mp-6926,110.532
mp-6931,58.659
mp-6938,171.239
mp-6939,165.802
mp-6940,185.335
mp-6950,27.116
mp-6951,55.222
mp-6954,48.889
mp-6957,129.529
mp-6960,17.864
mp-6968,34.359
mp-6969,124.705
mp-6973,20.614
mp-6979,98.687
mp-6980,79.868
mp-6988,272.864
mp-6996,174.855
mp-7000,29.797
mp-7003,110.052
mp-7027,149.91
mp-7032,206.978
mp-7038,22.474
mp-7041,66.621
mp-7064,147.56
mp-7066,124.163
mp-7067,49.416
mp-7068,43.146
mp-7070,179.569
mp-7077,13.02
mp-7080,77.127
mp-7083,65.047
mp-7086,16.048
mp-7088,260.465
mp-7089,23.427
mp-7090,26.982
mp-7092,145.819
mp-7104,47.44
mp-7121,78.53
mp-7130,236.198
mp-7159,54.494
mp-7168,127.592
mp-7169,130.268
mp-7173,112.645
mp-7186,105.597
mp-7187,164.644
mp-7188,190.012
mp-7189,149.85
mp-7191,60.178
mp-7192,72.039
mp-7219,34.893
mp-7226,202.988
mp-7232,20.095
mp-7239,53.714
mp-7243,108.005
mp-7251,133.322
mp-7262,51.454
mp-7263,79.362
mp-7276,79.572
mp-7283,170.08
mp-7288,139.478
mp-7297,18.663
mp-7298,92.396
mp-7302,125.759
mp-7303,57.028
mp-7343,55.615
mp-7349,83.444
mp-7352,91.308
mp-7359,44.723
mp-7361,71.077
mp-7364,93.089
mp-7365,86.085
mp-7368,66.917
mp-7374,56.503
mp-7375,103.322
mp-7376,36.254
mp-7377,31.429
mp-7381,40.267
mp-7384,112.098
mp-7387,23.276
mp-7390,46.921
mp-7396,23.258
mp-7400,39.291
mp-7405,179.771
mp-7420,25.11
mp-7421,30.9
mp-7424,173.199
mp-7426,55.357
mp-7427,51.414
mp-7429,43.544
mp-7430,39.354
mp-7431,42.07
mp-7432,37.561
mp-7435,35.575
mp-7436,29.374
mp-7437,36.508
mp-7438,24.441
mp-7439,25.523
mp-7440,29.048
mp-7469,47.66
mp-7470,28.024
mp-7473,105.396
mp-7475,69.384
mp-7476,78.05
mp-7477,81.747
mp-7478,82.532
mp-7480,84.479
mp-7482,50.69
mp-7483,50.671
mp-7493,34.216
mp-7497,105.59
mp-7498,68.104
mp-7523,79.455
mp-7541,43.262
mp-7544,191.197
mp-7547,30.263
mp-7555,73.754
mp-7559,148.286
mp-7568,73.11
mp-7572,72.292
mp-7573,335.374
mp-7574,211.148
mp-7575,112.773
mp-7577,226.984
mp-7595,8.284
mp-7598,125.156
mp-7600,146.711
mp-7601,162.98
mp-7603,52.093
mp-7608,91.447
mp-7621,17.135
mp-7623,43.341
mp-7632,238.287
mp-7639,34.554
mp-7643,17.264
mp-7644,136.399
mp-7667,14.703
mp-7692,227.31
mp-7704,60.78
mp-7707,179.797
mp-7714,85.449
mp-7752,45.977
mp-7770,53.997
mp-7771,46.795
mp-7786,10.16
mp-7798,146.174
mp-7801,110.837
mp-7824,26.136
mp-7829,198.194
mp-7832,341.8
mp-7857,207.405
mp-7859,116.09
mp-7875,49.007
mp-7876,43.231
mp-7877,86.566
mp-7879,59.767
mp-7880,71.734
mp-7892,199.942
mp-7897,13.975
mp-7898,10.489
mp-7899,78.484
mp-7903,18.985
mp-7904,55.424
mp-7906,37.528
mp-7907,36.886
mp-7908,28.836
mp-7909,25.418
mp-7910,25.112
mp-7911,33.195
mp-7913,220.956
mp-7914,100.745
mp-7916,134.279
mp-7917,111.031
mp-7918,126.583
mp-7921,30.483
mp-7922,21.718
mp-7928,35.048
mp-7930,132.377
mp-7931,44.749
mp-7935,61.912
mp-7936,82.755
mp-7937,76.388
mp-7939,61.06
mp-7942,50.05
mp-7949,20.664
mp-7951,77.932
mp-7955,28.627
mp-7956,19.462
mp-7959,83.58
mp-7961,44.124
mp-7962,66.819
mp-7973,68.969
mp-7974,72.801
mp-7976,76.184
mp-7977,71.864
mp-7979,23.767
mp-7988,6.526
mp-8001,142.701
mp-8013,11.553
mp-8014,10.98
mp-8016,63.574
mp-8017,49.905
mp-8044,227.261
mp-8048,140.198
mp-8073,124.288
mp-8093,14.827
mp-8094,16.104
mp-8122,97.809
mp-8123,98.396
mp-8125,100.492
mp-8126,93.076
mp-8132,23.112
mp-8136,135.883
mp-8150,35.993
mp-8161,75.302
mp-8175,71.739
mp-8176,69.312
mp-8177,86.276
mp-8180,39.77
mp-8181,110.495
mp-8182,115.538
mp-8187,42.145
mp-8188,95.827
mp-8191,17.328
mp-8204,194.262
mp-8207,193.672
mp-8208,187.744
mp-8211,15.227
mp-8212,192.406
mp-8215,54.948
mp-8219,127.405
mp-8221,186.495
mp-8236,61.494
mp-8249,10.753
mp-8250,124.941
mp-8253,56.295
mp-8255,19.548
mp-8256,33.853
mp-8267,10.254
mp-8276,63.496
mp-8277,53.94
mp-8278,51.07
mp-8279,50.707
mp-8280,45.089
mp-8281,44.501
mp-8282,203.884
mp-8289,50.256
mp-8290,35.683
mp-8291,49.076
mp-8298,50.236
mp-8299,46.741
mp-8300,38.918
mp-8306,31.23
mp-8307,132.728
mp-8308,102.596
mp-8310,111.137
mp-8311,104.417
mp-8335,105.829
mp-8348,15.209
mp-8375,151.246
mp-8377,21.082
mp-8389,31.23
mp-8399,53.871
mp-8407,56.817
mp-8409,78.584
mp-8418,199.308
mp-8426,15.851
mp-8431,151.502
mp-8432,73.255
mp-8435,19.314
mp-8436,17.445
mp-8439,39.186
mp-8446,21.887
mp-8452,35.529
mp-8456,72.367
mp-8458,68.239
mp-8459,62.326
mp-8470,84.293
mp-8481,53.023
mp-8487,81.669
mp-8499,160.653
mp-8528,157.698
mp-8535,171.529
mp-8537,3.686
mp-8539,41.51
mp-8543,23.337
mp-8557,109.369
mp-8566,88.449
mp-8582,133.042
mp-8583,81.062
mp-8601,32.683
mp-8605,58.536
mp-8606,57.332
mp-8608,51.763
mp-8615,249.352
mp-8621,28.157
mp-8623,22.506
mp-8624,23.501
mp-8628,47.518
mp-8630,140.919
mp-8631,182.221
mp-8648,187.835
mp-8654,77.836
mp-8666,21.37
mp-8670,85.654
mp-8676,28.231
mp-8697,158.788
mp-8700,33.183
mp-8703,19.392
mp-8724,23.313
mp-8732,42.606
mp-8742,127.501
mp-8752,23.586
mp-8753,16.008
mp-8754,24.832
mp-8756,24.635
mp-8761,161.032
mp-8771,202.613
mp-8772,218.18
mp-8786,138.277
mp-8789,56.917
mp-8790,77.113
mp-8799,22.388
mp-8804,83.422
mp-8818,81.76
mp-8830,109.969
mp-8842,65.66
mp-8843,68.756
mp-8861,39.398
mp-8864,202.474
mp-8871,47.016
mp-8891,64.928
mp-8922,107.992
mp-8932,15.288
mp-8937,189.969
mp-8943,39.735
mp-8962,32.512
mp-8963,28.269
mp-8969,125.782
mp-8973,186.672
mp-8994,21.645
mp-8995,22.614
mp-9006,105.953
mp-9010,12.48
mp-9023,113.183
mp-9025,92.683
mp-9029,87.062
mp-9035,48.095
mp-9063,12.853
mp-9068,24.93
mp-9075,84.837
mp-9076,47.536
mp-9124,53.606
mp-9125,98.203
mp-9127,87.909
mp-9158,81.11
mp-9164,119.857
mp-9166,96.751
mp-9172,79.937
mp-9177,86.1
mp-9198,112.916
mp-9200,18.66
mp-9208,279.124
mp-9211,139.272
mp-9223,147.039
mp-9225,149.146
mp-9244,153.134
mp-9247,58.575
mp-9251,23.076
mp-9254,5.745
mp-9264,31.246
mp-9272,27.301
mp-9274,15.491
mp-9289,81.945
mp-9295,34.708
mp-9306,67.594
mp-9307,53.731
mp-9312,141.136
mp-9318,30.478
mp-9321,56.786
mp-9324,32.686
mp-9325,51.62
mp-9339,185.947
mp-9350,100.236
mp-9351,95.16
mp-9371,72.095
mp-9379,40.513
mp-9381,114.77
mp-9385,9.541
mp-9386,7.606
mp-9387,86.002
mp-9389,89.851
mp-9391,21.521
mp-9399,22.055
mp-9437,164.016
mp-9460,131.064
mp-9463,98.407
mp-9472,64.676
mp-9473,76.493
mp-9481,26.399
mp-9486,27.421
mp-9503,36.445
mp-9517,121.679
mp-9523,36.343
mp-9527,106.828
mp-9548,20.046
mp-9549,98.654
mp-9550,117.52
mp-9556,49.807
mp-9562,54.336
mp-9564,50.032
mp-9565,39.782
mp-9566,37.968
mp-9567,36.216
mp-9568,38.44
mp-9569,66.211
mp-9570,57.023
mp-9571,57.237
mp-9573,44.531
mp-9578,35.047
mp-9582,70.369
mp-9583,45.168
mp-9586,68.64
mp-9588,41.365
mp-9595,161.141
mp-9610,49.164
mp-9615,65.258
mp-9631,154.008
mp-9636,11.184
mp-9664,18.515
mp-9672,20.879
mp-9687,21.569
mp-9690,58.788
mp-9711,159.326
mp-9718,15.057
mp-9719,40.227
mp-9731,10.503
mp-9743,64.685
mp-9744,58.991
mp-9776,60.397
mp-9778,22.143
mp-9801,177.383
mp-9808,27.894
mp-9812,113.947
mp-9819,15.18
mp-9827,10.747
mp-9828,94.698
mp-9843,51.236
mp-9844,88.056
mp-9845,21.936
mp-9850,66.326
mp-9872,18.358
mp-9873,52.444
mp-9880,177.47
mp-9881,13.45
mp-9888,83.125
mp-9898,51.12
mp-9902,120.146
mp-9907,37.824
mp-9918,39.993
mp-9919,46.251
mp-9921,18.634
mp-9922,16.695
mp-9923,154.817
mp-9925,34.964
mp-9926,56.453
mp-9927,22.148
mp-9929,121.166
mp-9934,35.072
mp-9938,141.732
mp-9939,133.014
mp-9945,74.058
mp-9951,182.253
mp-9953,147.126
mp-9954,127.118
mp-9956,188.491
mp-9957,179.763
mp-9958,154.628
mp-9960,77.491
mp-9961,112.721
mp-9967,78.992
mp-9968,76.517
mp-9969,101.131
mp-9970,89.435
mp-9971,78.14
mp-9972,89.203
mp-9973,268.991
mp-9981,198.001
mp-9986,22.044
mp-9987,222.653
mp-9989,204.049
mp-9999,308.058
mp-10000,133.807
mp-10014,27.546
mp-10026,62.614
mp-10036,64.659
mp-10046,200.377
mp-10049,164.876
mp-10057,296.493
mp-10058,188.619
mp-10063,36.646
mp-10065,256.215
mp-10076,157.766
mp-10086,104.335
mp-10113,242.814
mp-10115,255.394
mp-10132,295.443
mp-10133,79.042
mp-10136,251.582
mp-10139,83.179
mp-10142,294.112
mp-10155,193.222
mp-10167,21.399
mp-10172,7.777
mp-10180,68.437
mp-10181,149.838
mp-10182,63.12
mp-10183,79.924
mp-10184,88.916
mp-10186,94.62
mp-10192,86.563
mp-10194,104.751
mp-10200,138.583
mp-10208,162.731
mp-10214,136.722
mp-10240,147.371
mp-10244,148.032
mp-10255,274.679
mp-10264,34.863
mp-10284,120.066
mp-10289,135.308
mp-10300,197.372
mp-10311,144.113
mp-10322,104.52
mp-10326,26.19
mp-10343,137.733
mp-10366,225.621
mp-10379,137.085
mp-10390,126.687
mp-10398,150.211
mp-10402,25.672
mp-10405,62.946
mp-10408,31.342
mp-10417,23.533
mp-10435,77.086
mp-10446,71.461
mp-10453,160.669
mp-10456,192.495
mp-10457,169.282
mp-10469,215.103
mp-10470,221.086
mp-10474,23.499
mp-10485,30.026
mp-10492,17.072
mp-10497,49.739
mp-10521,70.326
mp-10527,84.925
mp-10528,88.264
mp-10550,93.805
mp-10564,68.626
mp-10584,82.233
mp-10601,78.798
mp-10606,66.659
mp-10608,81.995
mp-10611,60.77
mp-10616,34.083
mp-10622,70.29
mp-10623,112.537
mp-10636,29.551
mp-10638,94.274
mp-10651,55.819
mp-10667,55.717
mp-10669,33.114
mp-10670,45.848
mp-10671,40.325
mp-10676,101.354
mp-10677,69.582
mp-10688,148.033
mp-10697,80.352
mp-10698,65.958
mp-10699,205.343
mp-10700,168.29
mp-10711,175.432
mp-10712,213.993
mp-10714,203.932
mp-10716,186.655
mp-10721,121.304
mp-10736,12.544
mp-10738,122.978
mp-10739,219.7
mp-10746,96.222
mp-10748,32.41
mp-10749,47.985
mp-10755,119.461
mp-10778,31.371
mp-10782,34.15
mp-10784,37.031
mp-10785,36.241
mp-10797,78.964
mp-10847,79.428
mp-10848,100.205
mp-10849,95.795
mp-10853,167.295
mp-10854,177.757
mp-10856,182.725
mp-10857,183.742
mp-10876,70.706
mp-10877,81.186
mp-10884,187.706
mp-10887,134.159
mp-10894,185.161
mp-10895,185.386
mp-10898,129.687
mp-10901,127.891
mp-10904,179.259
mp-10905,150.267
mp-10909,244.694
mp-10910,166.651
mp-10911,111.883
mp-10919,36.208
mp-10924,203.708
mp-10930,105.651
mp-10931,110.246
mp-10952,64.58
mp-10953,69.767
mp-10955,23.898
mp-10960,136.183
mp-10965,67.671
mp-10967,50.594
mp-10969,83.537
mp-10991,96.439
mp-11019,148.405
mp-11022,122.643
mp-11025,68.444
mp-11029,104.534
mp-11073,123.289
mp-11091,77.781
mp-11104,98.675
mp-11107,101.296
mp-11132,24.932
mp-11147,35.442
mp-11155,54.881
mp-11157,57.196
mp-11169,96.768
mp-11175,31.32
mp-11176,131.909
mp-11178,114.646
mp-11192,184.679
mp-11193,104.417
mp-11194,122.846
mp-11201,71.045
mp-11220,70.371
mp-11228,53.421
mp-11230,54.836
mp-11236,75.529
mp-11237,80.1
mp-11239,105.282
mp-11243,85.251
mp-11247,33.973
mp-11248,98.057
mp-11249,96.113
mp-11252,121.429
mp-11256,103.841
mp-11263,117.118
mp-11266,26.527
mp-11267,23.258
mp-11269,55.006
mp-11272,166.723
mp-11273,153.691
mp-11275,241.539
mp-11276,207.982
mp-11277,108.626
mp-11278,185.869
mp-11281,158.028
mp-11282,217.897
mp-11283,126.39
mp-11284,46.436
mp-11285,59.548
mp-11286,36.327
mp-11287,38.37
mp-11288,30.44
mp-11290,44.225
mp-11293,113.193
mp-11294,57.069
mp-11301,57.077
mp-11302,56.766
mp-11307,42.673
mp-11313,78.411
mp-11322,142.355
mp-11327,13.717
mp-11328,188.205
mp-11345,135.334
mp-11347,101.962
mp-11350,87.08
mp-11351,87.249
mp-11358,242.198
mp-11359,70.807
mp-11360,107.905
mp-11361,78.29
mp-11363,109.637
mp-11366,121.262
mp-11374,53.012
mp-11375,41.48
mp-11387,100.608
mp-11388,215.702
mp-11392,100.437
mp-11393,167.906
mp-11397,118.283
mp-11400,128.473
mp-11401,101.551
mp-11411,76.65
mp-11412,79.908
mp-11416,125.826
mp-11430,62.159
mp-11431,90.845
mp-11436,115.021
mp-11441,116.63
mp-11444,91.18
mp-11452,225.228
mp-11453,178.957
mp-11454,136.094
mp-11456,230.018
mp-11460,188.407
mp-11465,42.841
mp-11466,18.769
mp-11467,55.951
mp-11468,55.521
mp-11469,54.378
mp-11471,76.842
mp-11476,137.797
mp-11481,309.568
mp-11482,337.003
mp-11486,106.898
mp-11488,46.826
mp-11496,67.899
mp-11498,33.764
mp-11500,149.255
mp-11504,80.961
mp-11506,214.444
mp-11508,135.442
mp-11511,70.446
mp-11512,135.916
mp-11514,241.924
mp-11520,88.707
mp-11521,106.024
mp-11522,166.201
mp-11526,155.253
mp-11531,229.507
mp-11533,162.623
mp-11534,166.958
mp-11536,215.446
mp-11537,230.476
mp-11539,111.237
mp-11541,208.008
mp-11547,81.983
mp-11549,192.283
mp-11550,90.609
mp-11557,226.157
mp-11560,203.131
mp-11561,109.058
mp-11564,118.772
mp-11566,75.344
mp-11567,81.144
mp-11572,257.672
mp-11573,204.076
mp-11576,32.524
mp-11578,117.948
mp-11580,206.197
mp-11582,34.67
mp-11583,159.854
mp-11584,49.878
mp-11593,243.781
mp-11594,231.473
mp-11596,167.556
mp-11597,170.929
mp-11621,96.917
mp-11667,75.88
mp-11675,28.028
mp-11687,25.137
mp-11693,46.872
mp-11694,15.031
mp-11695,18.72
mp-11696,134.969
mp-11697,101.369
mp-11700,43.743
mp-11705,129.258
mp-11718,25.133
mp-11719,17.068
mp-11733,95.187
mp-11737,78.989
mp-11738,25.786
mp-11750,149.647
mp-11752,66.909
mp-11755,64.762
mp-11765,84.426
mp-11775,132.148
mp-11790,56.604
mp-11793,62.981
mp-11806,86.934
mp-11807,113.442
mp-11808,140.435
mp-11816,34.647
mp-11818,39.873
mp-11819,30.976
mp-11822,55.627
mp-11824,63.211
mp-11826,115.09
mp-11836,90.514
mp-11869,123.996
mp-11870,88.269
mp-11873,136.553
mp-11879,46.496
mp-11883,197.34
mp-11917,184.695
mp-11918,112.136
mp-11919,104.82
mp-11947,71.27
mp-11957,75.338
mp-11958,58.694
mp-11959,66.913
mp-11964,80.182
mp-11971,108.644
mp-11973,82.861
mp-11974,111.197
mp-11977,58.955
mp-11984,53.855
mp-12004,89.518
mp-12005,90.245
mp-12006,121.691
mp-12007,104.872
mp-12008,101.387
mp-12015,55.676
mp-12029,58.571
mp-12055,45.263
mp-12058,169.707
mp-12059,142.12
mp-12061,187.743
mp-12072,111.096
mp-12073,100.302
mp-12075,128.275
mp-12077,126.563
mp-12079,57.052
mp-12083,307.958
mp-12086,169.333
mp-12097,166.894
mp-12098,54.245
mp-12100,128.686
mp-12101,179.764
mp-12104,175.016
mp-12105,20.844
mp-12108,246.671
mp-12109,252.922
mp-12128,29.856
mp-12177,47.587
mp-12266,74.693
mp-12277,67.623
mp-12283,24.305
mp-12381,96.952
mp-12382,126.591
mp-12385,135.914
mp-12388,85.284
mp-12403,14.836
mp-12414,36.136
mp-12427,159.165
mp-12444,65.563
mp-12480,149.536
mp-12505,74.223
mp-12520,69.921
mp-12521,92.315
mp-12527,21.093
mp-12532,36.776
mp-12533,160.548
mp-12537,138.904
mp-12550,194.163
mp-12553,65.851
mp-12557,57.771
mp-12558,46.549
mp-12561,133.144
mp-12565,130.268
mp-12571,147.205
mp-12574,57.181
mp-12580,35.899
mp-12585,230.758
mp-12593,243.259
mp-12595,265.285
mp-12608,229.485
mp-12613,73.286
mp-12614,24.15
mp-12622,62.819
mp-12623,53.745
mp-12630,60.907
mp-12635,146.22
mp-12647,134.127
mp-12657,119.513
mp-12659,223.474
mp-12669,120.352
mp-12674,113.61
mp-12684,52.592
mp-12693,63.8
mp-12696,71.355
mp-12699,51.992
mp-12700,249.254
mp-12701,55.135
mp-12703,63.238
mp-12710,77.401
mp-12716,94.163
mp-12723,47.167
mp-12724,24.149
mp-12734,109.306
mp-12741,115.038
mp-12742,129.074
mp-12752,107.665
mp-12759,112.113
mp-12760,105.44
mp-12761,137.288
mp-12762,173.84
mp-12764,106.514
mp-12765,82.475
mp-12778,284.95
mp-12781,95.155
mp-12782,63.701
mp-12783,43.715
mp-12798,202.169
mp-12802,131.586
mp-12803,85.459
mp-12814,26.349
mp-12834,117.353
mp-12855,53.306
mp-12900,93.264
mp-12903,39.447
mp-12906,47.647
mp-12923,98.247
mp-12927,98.183
mp-12931,148.256
mp-12951,124.475
mp-12952,131.425
mp-12954,117.314
mp-12956,157.162
mp-12962,111.254
mp-12965,159.788
mp-12972,118.611
mp-12990,137.103
mp-13010,59.361
mp-13033,35.367
mp-13074,86.727
mp-13090,57.528
mp-13094,93.804
mp-13095,92.941
mp-13097,36.358
mp-13118,99.644
mp-13121,95.273
mp-13137,178.939
mp-13149,48.725
mp-13155,111.1
mp-13156,114.117
mp-13160,76.81
mp-13164,141.684
mp-13171,60.094
mp-13172,90.416
mp-13190,35.653
mp-13200,78.999
mp-13202,77.995
mp-13203,89.047
mp-13208,70.693
mp-13240,114.133
mp-13254,51.635
mp-13263,136.107
mp-13270,48.592
mp-13272,43.108
mp-13276,44.645
mp-13277,39.363
mp-13311,46.288
mp-13312,50.088
mp-13313,41.765
mp-13314,32.504
mp-13322,168.2
mp-13396,90.326
mp-13398,101.513
mp-13399,113.636
mp-13431,82.859
mp-13436,113.482
mp-13447,88.419
mp-13449,46.483
mp-13450,100.739
mp-13452,166.194
mp-13453,158.862
mp-13459,32.293
mp-13463,211.801
mp-13472,189.725
mp-13474,59.851
mp-13475,195.504
mp-13495,137.302
mp-13501,177.407
mp-13502,172.008
mp-13503,81.128
mp-13504,88.552
mp-13512,74.289
mp-13513,66.576
mp-13520,23.139
mp-13525,111.539
mp-13535,70.66
mp-13536,78.188
mp-13542,13.848
